A080814 | A130249 | 0.0833333333333333 | 8
A140090 | A055642 | 0.0266666666666667 | 3
A007283 | A040000 | 0.0217391304347826 | 2
A090864 | A001318 | 0.653846153846154 | 84
A090864 | A040000 | 0.0171428571428571 | 2
A004171 | A113311 | 0.0307692307692308 | 4
A061645 | A040000 | 0.0140845070422535 | 2
A061645 | A055642 | 0.027972027972028 | 3
A073459 | A040000 | 0.0151515151515152 | 2
A073459 | A048766 | 0.0454545454545455 | 4
A073459 | A055642 | 0.0225563909774436 | 3
A179083 | A070941 | 0.0529801324503311 | 8
A179083 | A070939 | 0.0429447852760736 | 7
A179083 | A130255 | 0.0379746835443038 | 6
A179083 | A000523 | 0.0429447852760736 | 6
A179083 | A130260 | 0.0440251572327044 | 6
A179083 | A029837 | 0.049079754601227 | 7
A179083 | A040000 | 0.0122699386503067 | 2
A179083 | A130259 | 0.0377358490566038 | 5
A179083 | A103586 | 0.0443037974683544 | 7
A179083 | A206244 | 0.0555555555555556 | 8
A179083 | A132090 | 0.0674846625766871 | 9
A179083 | A048766 | 0.0306748466257669 | 4
A179083 | A055642 | 0.0182926829268293 | 3
A002282 | A070939 | 0.072 | 7
A002282 | A130255 | 0.0583333333333333 | 6
A002282 | A040000 | 0.024 | 2
A002282 | A103586 | 0.075 | 7
A002282 | A055642 | 0.0317460317460317 | 3
A157727 | A040000 | 0.0136986301369863 | 2
A157727 | A055642 | 0.0272108843537415 | 3
A000720 | A023689 | 0.178861788617886 | 21
A000720 | A069274 | 0.2 | 21
A000720 | A049051 | 0.2 | 21
A000720 | A000915 | 0.207547169811321 | 21
A000720 | A005231 | 0.189655172413793 | 21
A000720 | A046314 | 0.189655172413793 | 21
A000720 | A181793 | 0.162962962962963 | 21
A000720 | A014614 | 0.169230769230769 | 21
A000720 | A110375 | 0.180327868852459 | 21
A000720 | A039665 | 0.186440677966102 | 21
A000720 | A235488 | 0.188034188034188 | 21
A000720 | A198773 | 0.164179104477612 | 21
A000720 | A002646 | 0.194690265486726 | 21
A000720 | A069276 | 0.203703703703704 | 21
A000720 | A096954 | 0.258823529411765 | 21
A000720 | A025320 | 0.203703703703704 | 21
A000720 | A069279 | 0.213592233009709 | 21
A000720 | A069280 | 0.213592233009709 | 21
A000720 | A046306 | 0.173228346456693 | 21
A000720 | A069275 | 0.201834862385321 | 21
A000720 | A181792 | 0.166666666666667 | 21
A000720 | A244019 | 0.164179104477612 | 21
A000720 | A069273 | 0.196428571428571 | 21
A000720 | A069277 | 0.203703703703704 | 21
A000720 | A120359 | 0.222222222222222 | 21
A000720 | A118886 | 0.164179104477612 | 21
A000720 | A120349 | 0.217821782178218 | 21
A000720 | A006601 | 0.194690265486726 | 21
A000720 | A099011 | 0.189655172413793 | 21
A000720 | A023691 | 0.191304347826087 | 21
A000720 | A023690 | 0.181818181818182 | 21
A000720 | A204189 | 0.211538461538462 | 21
A000720 | A157888 | 0.192982456140351 | 21
A000720 | A069272 | 0.196428571428571 | 21
A000720 | A014313 | 0.166666666666667 | 21
A000720 | A118882 | 0.169230769230769 | 21
A000720 | A178635 | 0.244444444444444 | 21
A000720 | A069281 | 0.215686274509804 | 21
A000720 | A101619 | 0.265060240963855 | 21
A000720 | A045897 | 0.180327868852459 | 21
A000720 | A198775 | 0.186440677966102 | 21
A000720 | A157909 | 0.192982456140351 | 21
A000720 | A046308 | 0.180327868852459 | 21
A000720 | A115421 | 0.158273381294964 | 21
A000720 | A143226 | 0.173228346456693 | 21
A000720 | A006038 | 0.188034188034188 | 21
A000720 | A198774 | 0.181818181818182 | 21
A000720 | A046312 | 0.183333333333333 | 21
A001481 | A022544 | 0.866310160427808 | 160
A113305 | A113311 | 0.031055900621118 | 4
A078358 | A002378 | 0.641025641025641 | 74
A078358 | A110660 | 0.604838709677419 | 74
A083662 | A001690 | 0.243055555555556 | 34
A003297 | A130249 | 0.078740157480315 | 8
A003297 | A130256 | 0.062992125984252 | 7
A124080 | A070941 | 0.0647482014388489 | 8
A124080 | A070939 | 0.0529801324503311 | 7
A124080 | A130255 | 0.0479452054794521 | 6
A124080 | A040000 | 0.0198675496688742 | 2
A124080 | A103586 | 0.0547945205479452 | 7
A124080 | A206244 | 0.0681818181818182 | 8
A124080 | A055642 | 0.0263157894736842 | 3
A100706 | A020725 | 0.872093023255814 | 75
A100706 | A130249 | 0.079646017699115 | 8
A100706 | A130256 | 0.0707964601769911 | 7
A100178 | A130256 | 0.0676691729323308 | 7
A087718 | A040000 | 0.0129032258064516 | 2
A087718 | A055642 | 0.0256410256410256 | 3
A127962 | A000196 | 0.108108108108108 | 10
A127962 | A059995 | 0.107142857142857 | 10
A127962 | A070941 | 0.0784313725490196 | 8
A127962 | A070939 | 0.0614035087719298 | 7
A127962 | A130255 | 0.055045871559633 | 6
A127962 | A000523 | 0.0614035087719298 | 6
A127962 | A130260 | 0.0636363636363636 | 6
A127962 | A029837 | 0.0701754385964912 | 7
A127962 | A040000 | 0.0175438596491228 | 2
A127962 | A130259 | 0.0545454545454545 | 5
A127962 | A103586 | 0.0642201834862385 | 7
A127962 | A206244 | 0.0842105263157895 | 8
A127962 | A132090 | 0.087719298245614 | 9
A127962 | A048766 | 0.043859649122807 | 4
A127962 | A000194 | 0.102803738317757 | 10
A127962 | A055642 | 0.0260869565217391 | 3
A127962 | A020753 | 0.666666666666667 | 16
A004767 | A040000 | 0.0186335403726708 | 2
A005449 | A113311 | 0.0324675324675325 | 4
A025284 | A113311 | 0.029940119760479 | 4
A006879 | A040000 | 0.0234375 | 2
A006879 | A055642 | 0.0387596899224806 | 3
A052928 | A109613 | 0.503401360544218 | 72
A052928 | A247328 | 0.54014598540146 | 72
A052928 | A080605 | 0.195945945945946 | 27
A052928 | A005408 | 0.528571428571429 | 72
A052928 | A176271 | 0.528571428571429 | 72
A000292 | A145397 | 0.675213675213675 | 78
A254719 | A040000 | 0.0134228187919463 | 2
A254719 | A055642 | 0.0266666666666667 | 3
A062838 | A007412 | 0.612903225806452 | 57
A062838 | A130256 | 0.0642857142857143 | 7
A048989 | A040000 | 0.01875 | 2
A006011 | A040000 | 0.027972027972028 | 2
A120274 | A040000 | 0.0149253731343284 | 2
A120274 | A048766 | 0.0447761194029851 | 4
A120274 | A055642 | 0.0222222222222222 | 3
A001348 | A040000 | 0.024 | 2
A023689 | A000196 | 0.0748299319727891 | 10
A023689 | A065855 | 0.45 | 53
A023689 | A059995 | 0.0743243243243243 | 10
A023689 | A070941 | 0.0579710144927536 | 8
A023689 | A199332 | 0.336283185840708 | 38
A023689 | A070939 | 0.0466666666666667 | 7
A023689 | A091194 | 0.145038167938931 | 18
A023689 | A130255 | 0.0413793103448276 | 6
A023689 | A000523 | 0.0466666666666667 | 6
A023689 | A038567 | 0.130081300813008 | 16
A023689 | A130260 | 0.0479452054794521 | 6
A023689 | A003056 | 0.103174603174603 | 12
A023689 | A029837 | 0.0533333333333333 | 7
A023689 | A004001 | 0.35 | 42
A023689 | A040000 | 0.0133333333333333 | 2
A023689 | A156077 | 0.31404958677686 | 38
A023689 | A138194 | 0.0962962962962963 | 13
A023689 | A004526 | 0.310924369747899 | 36
A023689 | A130259 | 0.0410958904109589 | 5
A023689 | A103586 | 0.0482758620689655 | 7
A023689 | A005041 | 0.146341463414634 | 18
A023689 | A110654 | 0.322314049586777 | 38
A023689 | A156253 | 0.420168067226891 | 50
A023689 | A001477 | 0.634146341463415 | 77
A023689 | A001462 | 0.147286821705426 | 19
A023689 | A099802 | 0.285714285714286 | 34
A023689 | A115384 | 0.322314049586777 | 38
A023689 | A074286 | 0.31304347826087 | 35
A023689 | A002265 | 0.16 | 19
A023689 | A000027 | 0.631147540983607 | 77
A023689 | A206244 | 0.0610687022900763 | 8
A023689 | A072000 | 0.221311475409836 | 26
A023689 | A036234 | 0.173913043478261 | 20
A023689 | A132090 | 0.0666666666666667 | 9
A023689 | A048766 | 0.0333333333333333 | 4
A023689 | A002266 | 0.1328125 | 16
A023689 | A008619 | 0.316666666666667 | 38
A023689 | A000194 | 0.0699300699300699 | 10
A023689 | A055642 | 0.0198675496688742 | 3
A000215 | A040000 | 0.0263157894736842 | 2
A053112 | A130249 | 0.0769230769230769 | 8
A053112 | A130256 | 0.0683760683760684 | 7
A091045 | A130249 | 0.076271186440678 | 8
A091045 | A130256 | 0.0677966101694915 | 7
A069274 | A000196 | 0.082089552238806 | 10
A069274 | A065855 | 0.504672897196262 | 53
A069274 | A059995 | 0.0814814814814815 | 10
A069274 | A070941 | 0.064 | 8
A069274 | A199332 | 0.38 | 38
A069274 | A070939 | 0.0510948905109489 | 7
A069274 | A091194 | 0.161016949152542 | 18
A069274 | A130255 | 0.0454545454545455 | 6
A069274 | A000523 | 0.0510948905109489 | 6
A069274 | A038567 | 0.145454545454545 | 16
A069274 | A130260 | 0.0526315789473684 | 6
A069274 | A003056 | 0.115044247787611 | 12
A069274 | A029837 | 0.0583941605839416 | 7
A069274 | A004001 | 0.392523364485981 | 42
A069274 | A040000 | 0.0145985401459854 | 2
A069274 | A156077 | 0.351851851851852 | 38
A069274 | A138194 | 0.10655737704918 | 13
A069274 | A004526 | 0.349056603773585 | 36
A069274 | A130259 | 0.0451127819548872 | 5
A069274 | A103586 | 0.053030303030303 | 7
A069274 | A005041 | 0.163636363636364 | 18
A069274 | A110654 | 0.361111111111111 | 38
A069274 | A156253 | 0.471698113207547 | 50
A069274 | A001477 | 0.709090909090909 | 77
A069274 | A001462 | 0.163793103448276 | 19
A069274 | A099802 | 0.320754716981132 | 34
A069274 | A115384 | 0.361111111111111 | 38
A069274 | A074286 | 0.352941176470588 | 35
A069274 | A002265 | 0.178571428571429 | 19
A069274 | A000027 | 0.706422018348624 | 77
A069274 | A206244 | 0.0677966101694915 | 8
A069274 | A072000 | 0.247706422018349 | 26
A069274 | A036234 | 0.196078431372549 | 20
A069274 | A132090 | 0.072992700729927 | 9
A069274 | A048766 | 0.0364963503649635 | 4
A069274 | A002266 | 0.147826086956522 | 16
A069274 | A008619 | 0.355140186915888 | 38
A069274 | A000194 | 0.0769230769230769 | 10
A069274 | A055642 | 0.0217391304347826 | 3
A055860 | A113311 | 0.040650406504065 | 4
A000196 | A049051 | 0.082089552238806 | 10
A000196 | A000915 | 0.0846153846153846 | 10
A000196 | A005231 | 0.0785714285714286 | 10
A000196 | A046314 | 0.0785714285714286 | 10
A000196 | A115420 | 0.0662650602409639 | 10
A000196 | A181793 | 0.0691823899371069 | 10
A000196 | A014614 | 0.0714285714285714 | 10
A000196 | A110375 | 0.0753424657534247 | 10
A000196 | A039665 | 0.0774647887323944 | 10
A000196 | A102910 | 0.105769230769231 | 10
A000196 | A091191 | 0.0709677419354839 | 10
A000196 | A014312 | 0.0691823899371069 | 10
A000196 | A157889 | 0.0774647887323944 | 10
A000196 | A235488 | 0.0780141843971631 | 10
A000196 | A198773 | 0.069620253164557 | 10
A000196 | A002646 | 0.0802919708029197 | 10
A000196 | A069276 | 0.0833333333333333 | 10
A000196 | A140353 | 0.0745341614906832 | 10
A000196 | A096954 | 0.100917431192661 | 10
A000196 | A179084 | 0.075 | 10
A000196 | A025320 | 0.0833333333333333 | 10
A000196 | A069279 | 0.0866141732283465 | 10
A000196 | A002089 | 0.0952380952380952 | 10
A000196 | A069280 | 0.0866141732283465 | 10
A000196 | A046306 | 0.0728476821192053 | 10
A000196 | A069275 | 0.0827067669172932 | 10
A000196 | A181792 | 0.0705128205128205 | 10
A000196 | A244019 | 0.069620253164557 | 10
A000196 | A175225 | 0.06875 | 10
A000196 | A005277 | 0.0705128205128205 | 10
A000196 | A069273 | 0.0808823529411765 | 10
A000196 | A069277 | 0.0833333333333333 | 10
A000196 | A120359 | 0.0894308943089431 | 10
A000196 | A118886 | 0.069620253164557 | 10
A000196 | A120349 | 0.088 | 10
A000196 | A006601 | 0.0802919708029197 | 10
A000196 | A058950 | 0.0780141843971631 | 10
A000196 | A099011 | 0.0785714285714286 | 10
A000196 | A023691 | 0.079136690647482 | 10
A000196 | A023690 | 0.0758620689655172 | 10
A000196 | A133766 | 0.0827067669172932 | 10
A000196 | A204189 | 0.0859375 | 10
A000196 | A157888 | 0.0797101449275362 | 10
A000196 | A067295 | 0.0887096774193548 | 10
A000196 | A069272 | 0.0808823529411765 | 10
A000196 | A014313 | 0.0705128205128205 | 10
A000196 | A118882 | 0.0714285714285714 | 10
A000196 | A178635 | 0.0964912280701754 | 10
A000196 | A058947 | 0.094488188976378 | 10
A000196 | A069281 | 0.0873015873015873 | 10
A000196 | A101619 | 0.102803738317757 | 10
A000196 | A157910 | 0.0774647887323944 | 10
A000196 | A058949 | 0.0888888888888889 | 10
A000196 | A117293 | 0.108108108108108 | 10
A000196 | A045897 | 0.0753424657534247 | 10
A000196 | A198775 | 0.0774647887323944 | 10
A000196 | A110745 | 0.0816326530612245 | 10
A000196 | A071336 | 0.0723684210526316 | 10
A000196 | A157909 | 0.0797101449275362 | 10
A000196 | A014613 | 0.0705128205128205 | 10
A000196 | A058952 | 0.0769230769230769 | 10
A000196 | A046308 | 0.0753424657534247 | 10
A000196 | A115421 | 0.0674846625766871 | 10
A000196 | A143226 | 0.0728476821192053 | 10
A000196 | A056524 | 0.0816326530612245 | 10
A000196 | A161581 | 0.0932203389830508 | 10
A000196 | A006038 | 0.0780141843971631 | 10
A000196 | A230095 | 0.0700636942675159 | 10
A000196 | A198774 | 0.0758620689655172 | 10
A000196 | A046312 | 0.0763888888888889 | 10
A049051 | A065855 | 0.504672897196262 | 53
A049051 | A059995 | 0.0814814814814815 | 10
A049051 | A070941 | 0.064 | 8
A049051 | A199332 | 0.38 | 38
A049051 | A070939 | 0.0510948905109489 | 7
A049051 | A091194 | 0.161016949152542 | 18
A049051 | A130255 | 0.0454545454545455 | 6
A049051 | A000523 | 0.0510948905109489 | 6
A049051 | A038567 | 0.145454545454545 | 16
A049051 | A130260 | 0.0526315789473684 | 6
A049051 | A003056 | 0.115044247787611 | 12
A049051 | A029837 | 0.0583941605839416 | 7
A049051 | A004001 | 0.392523364485981 | 42
A049051 | A040000 | 0.0145985401459854 | 2
A049051 | A156077 | 0.351851851851852 | 38
A049051 | A138194 | 0.10655737704918 | 13
A049051 | A004526 | 0.349056603773585 | 36
A049051 | A130259 | 0.0451127819548872 | 5
A049051 | A103586 | 0.053030303030303 | 7
A049051 | A005041 | 0.163636363636364 | 18
A049051 | A110654 | 0.361111111111111 | 38
A049051 | A156253 | 0.471698113207547 | 50
A049051 | A001477 | 0.709090909090909 | 77
A049051 | A001462 | 0.163793103448276 | 19
A049051 | A099802 | 0.320754716981132 | 34
A049051 | A115384 | 0.361111111111111 | 38
A049051 | A074286 | 0.352941176470588 | 35
A049051 | A002265 | 0.178571428571429 | 19
A049051 | A000027 | 0.706422018348624 | 77
A049051 | A206244 | 0.0677966101694915 | 8
A049051 | A072000 | 0.247706422018349 | 26
A049051 | A036234 | 0.196078431372549 | 20
A049051 | A132090 | 0.072992700729927 | 9
A049051 | A048766 | 0.0364963503649635 | 4
A049051 | A002266 | 0.147826086956522 | 16
A049051 | A008619 | 0.355140186915888 | 38
A049051 | A000194 | 0.0769230769230769 | 10
A049051 | A055642 | 0.0217391304347826 | 3
A208355 | A092459 | 0.707964601769911 | 79
A000915 | A059995 | 0.083969465648855 | 10
A000915 | A070941 | 0.0661157024793388 | 8
A000915 | A070939 | 0.0526315789473684 | 7
A000915 | A091194 | 0.166666666666667 | 18
A000915 | A130255 | 0.046875 | 6
A000915 | A000523 | 0.0526315789473684 | 6
A000915 | A038567 | 0.150943396226415 | 16
A000915 | A130260 | 0.0542635658914729 | 6
A000915 | A003056 | 0.119266055045872 | 12
A000915 | A029837 | 0.0601503759398496 | 7
A000915 | A040000 | 0.0150375939849624 | 2
A000915 | A138194 | 0.110169491525424 | 13
A000915 | A130259 | 0.0465116279069767 | 5
A000915 | A103586 | 0.0546875 | 7
A000915 | A005041 | 0.169811320754717 | 18
A000915 | A001462 | 0.169642857142857 | 19
A000915 | A002265 | 0.185185185185185 | 19
A000915 | A206244 | 0.0701754385964912 | 8
A000915 | A036234 | 0.204081632653061 | 20
A000915 | A132090 | 0.075187969924812 | 9
A000915 | A048766 | 0.037593984962406 | 4
A000915 | A002266 | 0.153153153153153 | 16
A000915 | A000194 | 0.0793650793650794 | 10
A000915 | A055642 | 0.0223880597014925 | 3
A198308 | A070941 | 0.0756302521008403 | 8
A198308 | A070939 | 0.0534351145038168 | 7
A198308 | A130255 | 0.0476190476190476 | 6
A198308 | A000523 | 0.0534351145038168 | 6
A198308 | A130260 | 0.0551181102362205 | 6
A198308 | A029837 | 0.0610687022900763 | 7
A198308 | A040000 | 0.0152671755725191 | 2
A198308 | A130259 | 0.047244094488189 | 5
A198308 | A103586 | 0.0555555555555556 | 7
A198308 | A206244 | 0.0803571428571429 | 8
A198308 | A048766 | 0.0381679389312977 | 4
A198308 | A055642 | 0.0227272727272727 | 3
A113801 | A130249 | 0.0576923076923077 | 8
A113801 | A130256 | 0.0512820512820513 | 7
A002943 | A040000 | 0.020979020979021 | 2
A002943 | A055642 | 0.0277777777777778 | 3
A002378 | A113311 | 0.032051282051282 | 4
A000505 | A130249 | 0.075 | 8
A000505 | A130256 | 0.0666666666666667 | 7
A001018 | A130256 | 0.0714285714285714 | 7
A018238 | A130249 | 0.0833333333333333 | 8
A018238 | A130256 | 0.0740740740740741 | 7
A005231 | A065855 | 0.47787610619469 | 53
A005231 | A059995 | 0.0780141843971631 | 10
A005231 | A070941 | 0.0610687022900763 | 8
A005231 | A199332 | 0.358490566037736 | 38
A005231 | A070939 | 0.048951048951049 | 7
A005231 | A091194 | 0.153225806451613 | 18
A005231 | A130255 | 0.0434782608695652 | 6
A005231 | A000523 | 0.048951048951049 | 6
A005231 | A038567 | 0.137931034482759 | 16
A005231 | A130260 | 0.0503597122302158 | 6
A005231 | A003056 | 0.109243697478992 | 12
A005231 | A029837 | 0.0559440559440559 | 7
A005231 | A004001 | 0.371681415929204 | 42
A005231 | A040000 | 0.013986013986014 | 2
A005231 | A156077 | 0.333333333333333 | 38
A005231 | A138194 | 0.1015625 | 13
A005231 | A004526 | 0.330357142857143 | 36
A005231 | A130259 | 0.0431654676258993 | 5
A005231 | A103586 | 0.0507246376811594 | 7
A005231 | A005041 | 0.155172413793103 | 18
A005231 | A110654 | 0.342105263157895 | 38
A005231 | A156253 | 0.446428571428571 | 50
A005231 | A001477 | 0.672413793103448 | 77
A005231 | A001462 | 0.155737704918033 | 19
A005231 | A099802 | 0.303571428571429 | 34
A005231 | A115384 | 0.342105263157895 | 38
A005231 | A074286 | 0.333333333333333 | 35
A005231 | A002265 | 0.169491525423729 | 19
A005231 | A000027 | 0.669565217391304 | 77
A005231 | A206244 | 0.0645161290322581 | 8
A005231 | A072000 | 0.234782608695652 | 26
A005231 | A036234 | 0.185185185185185 | 20
A005231 | A132090 | 0.0699300699300699 | 9
A005231 | A048766 | 0.034965034965035 | 4
A005231 | A002266 | 0.140495867768595 | 16
A005231 | A008619 | 0.336283185840708 | 38
A005231 | A000194 | 0.0735294117647059 | 10
A005231 | A055642 | 0.0208333333333333 | 3
A062717 | A040000 | 0.0194805194805195 | 2
A062717 | A055642 | 0.032258064516129 | 3
A034055 | A070939 | 0.0493827160493827 | 7
A034055 | A130255 | 0.0382165605095541 | 6
A034055 | A000523 | 0.0432098765432099 | 6
A034055 | A130260 | 0.0443037974683544 | 6
A034055 | A029837 | 0.0555555555555556 | 7
A034055 | A040000 | 0.0123456790123457 | 2
A034055 | A130259 | 0.0379746835443038 | 5
A034055 | A103586 | 0.0509554140127389 | 7
A034055 | A048766 | 0.0308641975308642 | 4
A034055 | A055642 | 0.0184049079754601 | 3
A065855 | A046314 | 0.47787610619469 | 53
A065855 | A110375 | 0.453781512605042 | 53
A065855 | A039665 | 0.469565217391304 | 53
A065855 | A235488 | 0.473684210526316 | 53
A065855 | A069276 | 0.514285714285714 | 53
A065855 | A096954 | 0.658536585365854 | 53
A065855 | A025320 | 0.514285714285714 | 53
A065855 | A069279 | 0.54 | 53
A065855 | A069280 | 0.54 | 53
A065855 | A046306 | 0.435483870967742 | 53
A065855 | A069275 | 0.509433962264151 | 53
A065855 | A244019 | 0.412213740458015 | 53
A065855 | A069273 | 0.495412844036697 | 53
A065855 | A069277 | 0.514285714285714 | 53
A065855 | A006601 | 0.490909090909091 | 53
A065855 | A099011 | 0.47787610619469 | 53
A065855 | A023691 | 0.482142857142857 | 53
A065855 | A023690 | 0.457627118644068 | 53
A065855 | A204189 | 0.534653465346535 | 53
A065855 | A157888 | 0.486486486486487 | 53
A065855 | A069272 | 0.495412844036697 | 53
A065855 | A178635 | 0.620689655172414 | 53
A065855 | A069281 | 0.545454545454545 | 53
A065855 | A101619 | 0.675 | 53
A065855 | A198775 | 0.469565217391304 | 53
A065855 | A157909 | 0.486486486486487 | 53
A065855 | A046308 | 0.453781512605042 | 53
A065855 | A006038 | 0.473684210526316 | 53
A065855 | A198774 | 0.457627118644068 | 53
A065855 | A046312 | 0.461538461538462 | 53
A046314 | A059995 | 0.0780141843971631 | 10
A046314 | A070941 | 0.0610687022900763 | 8
A046314 | A199332 | 0.358490566037736 | 38
A046314 | A070939 | 0.048951048951049 | 7
A046314 | A091194 | 0.153225806451613 | 18
A046314 | A130255 | 0.0434782608695652 | 6
A046314 | A000523 | 0.048951048951049 | 6
A046314 | A038567 | 0.137931034482759 | 16
A046314 | A130260 | 0.0503597122302158 | 6
A046314 | A003056 | 0.109243697478992 | 12
A046314 | A029837 | 0.0559440559440559 | 7
A046314 | A004001 | 0.371681415929204 | 42
A046314 | A040000 | 0.013986013986014 | 2
A046314 | A156077 | 0.333333333333333 | 38
A046314 | A138194 | 0.1015625 | 13
A046314 | A004526 | 0.330357142857143 | 36
A046314 | A130259 | 0.0431654676258993 | 5
A046314 | A103586 | 0.0507246376811594 | 7
A046314 | A005041 | 0.155172413793103 | 18
A046314 | A110654 | 0.342105263157895 | 38
A046314 | A156253 | 0.446428571428571 | 50
A046314 | A001477 | 0.672413793103448 | 77
A046314 | A001462 | 0.155737704918033 | 19
A046314 | A099802 | 0.303571428571429 | 34
A046314 | A115384 | 0.342105263157895 | 38
A046314 | A074286 | 0.333333333333333 | 35
A046314 | A002265 | 0.169491525423729 | 19
A046314 | A000027 | 0.669565217391304 | 77
A046314 | A206244 | 0.0645161290322581 | 8
A046314 | A072000 | 0.234782608695652 | 26
A046314 | A036234 | 0.185185185185185 | 20
A046314 | A132090 | 0.0699300699300699 | 9
A046314 | A048766 | 0.034965034965035 | 4
A046314 | A002266 | 0.140495867768595 | 16
A046314 | A008619 | 0.336283185840708 | 38
A046314 | A000194 | 0.0735294117647059 | 10
A046314 | A055642 | 0.0208333333333333 | 3
A016825 | A042965 | 0.720930232558139 | 92
A016825 | A113311 | 0.024390243902439 | 4
A062092 | A113311 | 0.0367647058823529 | 4
A157966 | A080606 | 0.194444444444444 | 26
A007531 | A040000 | 0.0202702702702703 | 2
A007531 | A055642 | 0.0268456375838926 | 3
A115970 | A130256 | 0.075 | 7
A190717 | A145397 | 0.634146341463415 | 78
A033585 | A070941 | 0.0692307692307692 | 8
A033585 | A070939 | 0.0563380281690141 | 7
A033585 | A130255 | 0.0510948905109489 | 6
A033585 | A040000 | 0.0211267605633803 | 2
A033585 | A103586 | 0.0583941605839416 | 7
A033585 | A206244 | 0.0731707317073171 | 8
A033585 | A055642 | 0.027972027972028 | 3
A115420 | A059995 | 0.0658682634730539 | 10
A115420 | A070941 | 0.0509554140127389 | 8
A115420 | A070939 | 0.0414201183431953 | 7
A115420 | A130255 | 0.0365853658536585 | 6
A115420 | A000523 | 0.0414201183431953 | 6
A115420 | A130260 | 0.0424242424242424 | 6
A115420 | A003056 | 0.0896551724137931 | 12
A115420 | A029837 | 0.0473372781065089 | 7
A115420 | A040000 | 0.0118343195266272 | 2
A115420 | A138194 | 0.0844155844155844 | 13
A115420 | A130259 | 0.0363636363636364 | 5
A115420 | A103586 | 0.0426829268292683 | 7
A115420 | A206244 | 0.0533333333333333 | 8
A115420 | A132090 | 0.0591715976331361 | 9
A115420 | A048766 | 0.029585798816568 | 4
A115420 | A000194 | 0.0617283950617284 | 10
A115420 | A055642 | 0.0176470588235294 | 3
A059378 | A130249 | 0.0692307692307692 | 8
A059378 | A130256 | 0.0615384615384615 | 7
A094661 | A040000 | 0.0245901639344262 | 2
A145784 | A130256 | 0.0569620253164557 | 7
A214489 | A040000 | 0.0175438596491228 | 2
A214489 | A055642 | 0.0290697674418605 | 3
A024088 | A130255 | 0.0672268907563025 | 6
A024088 | A040000 | 0.0241935483870968 | 2
A024088 | A055642 | 0.032 | 3
A017329 | A040000 | 0.0125786163522013 | 2
A017329 | A048766 | 0.0377358490566038 | 4
A017329 | A055642 | 0.01875 | 3
A072172 | A040000 | 0.0165289256198347 | 2
A072172 | A048766 | 0.0495867768595041 | 4
A072172 | A055642 | 0.0245901639344262 | 3
A083336 | A040000 | 0.0220588235294118 | 2
A005237 | A130250 | 0.0641025641025641 | 9
A005237 | A130253 | 0.0580645161290323 | 9
A005237 | A113311 | 0.025 | 4
A181793 | A059995 | 0.06875 | 10
A181793 | A070941 | 0.0533333333333333 | 8
A181793 | A070939 | 0.0432098765432099 | 7
A181793 | A091194 | 0.132867132867133 | 18
A181793 | A130255 | 0.0382165605095541 | 6
A181793 | A000523 | 0.0432098765432099 | 6
A181793 | A038567 | 0.118518518518519 | 16
A181793 | A130260 | 0.0443037974683544 | 6
A181793 | A003056 | 0.0942028985507246 | 12
A181793 | A029837 | 0.0493827160493827 | 7
A181793 | A040000 | 0.0123456790123457 | 2
A181793 | A138194 | 0.0884353741496599 | 13
A181793 | A130259 | 0.0379746835443038 | 5
A181793 | A103586 | 0.0445859872611465 | 7
A181793 | A005041 | 0.133333333333333 | 18
A181793 | A001462 | 0.134751773049645 | 19
A181793 | A002265 | 0.145985401459854 | 19
A181793 | A206244 | 0.0559440559440559 | 8
A181793 | A072000 | 0.201492537313433 | 26
A181793 | A036234 | 0.15748031496063 | 20
A181793 | A132090 | 0.0617283950617284 | 9
A181793 | A048766 | 0.0308641975308642 | 4
A181793 | A002266 | 0.121428571428571 | 16
A181793 | A000194 | 0.0645161290322581 | 10
A181793 | A055642 | 0.0184049079754601 | 3
A034387 | A113311 | 0.0382165605095541 | 4
A049883 | A040000 | 0.025 | 2
A056121 | A070939 | 0.0576923076923077 | 7
A056121 | A130255 | 0.0463576158940397 | 6
A056121 | A040000 | 0.0192307692307692 | 2
A056121 | A103586 | 0.0596026490066225 | 7
A056121 | A055642 | 0.0254777070063694 | 3
A093641 | A105441 | 0.868217054263566 | 112
A024670 | A070941 | 0.0625 | 8
A024670 | A070939 | 0.0448717948717949 | 7
A024670 | A130255 | 0.0397350993377483 | 6
A024670 | A000523 | 0.0448717948717949 | 6
A024670 | A130260 | 0.0460526315789474 | 6
A024670 | A029837 | 0.0512820512820513 | 7
A024670 | A040000 | 0.0128205128205128 | 2
A024670 | A130259 | 0.0394736842105263 | 5
A024670 | A103586 | 0.0463576158940397 | 7
A024670 | A206244 | 0.0656934306569343 | 8
A024670 | A048766 | 0.032051282051282 | 4
A024670 | A055642 | 0.0191082802547771 | 3
A056207 | A040000 | 0.0265486725663717 | 2
A118236 | A070941 | 0.06 | 8
A118236 | A070939 | 0.0432098765432099 | 7
A118236 | A130255 | 0.0382165605095541 | 6
A118236 | A000523 | 0.0432098765432099 | 6
A118236 | A130260 | 0.0443037974683544 | 6
A118236 | A029837 | 0.0493827160493827 | 7
A118236 | A040000 | 0.0123456790123457 | 2
A118236 | A130259 | 0.0379746835443038 | 5
A118236 | A103586 | 0.0445859872611465 | 7
A118236 | A206244 | 0.0629370629370629 | 8
A118236 | A048766 | 0.0308641975308642 | 4
