A080814 | A060455 | 0T | 0.194444444444444 | 0
A040000 | A026671 | 0T | 0.0833333333333333 | 0
A040000 | A067608 | 0T | 0.166666666666667 | 0
A040000 | A001020 | 0T | 0.1 | 0
A040000 | A005432 | 0T | 0.105263157894737 | 0
A040000 | A013972 | 0T | 0.181818181818182 | 0
A040000 | A003519 | 0T | 0.117647058823529 | 0
A040000 | A002293 | 0T | 0.0909090909090909 | 0
A040000 | A025529 | 0T | 0.0689655172413793 | 0
A040000 | A013928 | PM | 0.0263157894736842 | 0
A040000 | A081696 | 0T | 0.0769230769230769 | 0
A040000 | A002823 | 0T | 0.153846153846154 | 0
A040000 | A084130 | 0T | 0.0952380952380952 | 0
A040000 | A104350 | 0T | 0.0869565217391304 | 0
A040000 | A005040 | 0T | 0.105263157894737 | 0
A040000 | A038504 | PM | 0.0606060606060606 | 0
A040000 | A208355 | 0T | 0.0526315789473684 | 0
A040000 | A212289 | 0T | 0.0317460317460317 | 0
A040000 | A003056 | PM | 0.0246913580246914 | 0
A040000 | A174283 | 0T | 0.25 | 0
A040000 | A054849 | 0T | 0.0869565217391304 | 0
A040000 | A016028 | 0T | 0.0392156862745098 | 0
A040000 | A003215 | 0T | 0.0425531914893617 | 0
A040000 | A196007 | PM | 0.0344827586206897 | 0
A040000 | A201734 | PM | 0.032258064516129 | 0
A040000 | A135653 | 0T | 0.2 | 0
A040000 | A024916 | 0T | 0.0392156862745098 | 0
A040000 | A176502 | 0T | 0.111111111111111 | 0
A040000 | A007778 | PM | 0.117647058823529 | 0
A040000 | A030192 | 0T | 0.1 | 0
A040000 | A201822 | 0T | 0.032258064516129 | 0
A040000 | A201817 | PM | 0.032258064516129 | 0
A040000 | A000302 | 0T | 0.08 | 0
A040000 | A001349 | 0T | 0.1 | 0
A040000 | A026644 | 0T | 0.0606060606060606 | 0
A040000 | A053657 | 0T | 0.117647058823529 | 0
A040000 | A007663 | 0T | 0.105263157894737 | 0
A040000 | A198726 | 0T | 0.0357142857142857 | 0
A040000 | A165804 | PM | 0.04 | 0
A040000 | A000108 | 0T | 0.0645161290322581 | 0
A040000 | A169972 | 0T | 0.153846153846154 | 0
A040000 | A004019 | PM | 0.2 | 0
A040000 | A049119 | 0T | 0.117647058823529 | 0
A040000 | A054359 | 0T | 0.08 | 0
A040000 | A001654 | PM | 0.0689655172413793 | 0
A040000 | A127961 | 0T | 0.133333333333333 | 0
A040000 | A100145 | 0T | 0.0625 | 0
A040000 | A014217 | 0T | 0.0540540540540541 | 0
A040000 | A173277 | 0T | 0.0540540540540541 | 0
A040000 | A190717 | 0T | 0.0392156862745098 | 0
A040000 | A061917 | PM | 0.0303030303030303 | 0
A040000 | A122216 | 0T | 0.222222222222222 | 0
A040000 | A167875 | 0T | 0.0465116279069767 | 0
A040000 | A052882 | PM | 0.105263157894737 | 0
A040000 | A004128 | PM | 0.028169014084507 | 0
A040000 | A225196 | 0T | 0.05 | 0
A040000 | A139541 | 0T | 0.181818181818182 | 0
A040000 | A009725 | PM | 0.08 | 0
A040000 | A126201 | 0T | 0.2 | 0
A040000 | A056653 | 0T | 0.0285714285714286 | 0
A040000 | A034776 | 0T | 0.0384615384615385 | 0
A040000 | A068772 | 0T | 0.117647058823529 | 0
A040000 | A001047 | PM | 0.0689655172413793 | 0
A040000 | A002984 | 0T | 0.0344827586206897 | 0
A040000 | A080039 | 0T | 0.0689655172413793 | 0
A040000 | A000733 | 0T | 0.0909090909090909 | 0
A040000 | A000792 | 0T | 0.0465116279069767 | 0
A040000 | A048990 | 0T | 0.1 | 0
A040000 | A010790 | 0T | 0.117647058823529 | 0
A040000 | A051296 | 0T | 0.0869565217391304 | 0
A040000 | A001700 | 0T | 0.0833333333333333 | 0
A040000 | A137697 | 0T | 0.111111111111111 | 0
A040000 | A014284 | 0T | 0.0434782608695652 | 0
A040000 | A239914 | 0T | 0.1 | 0
A040000 | A028335 | 0T | 0.0487804878048781 | 0
A040000 | A000746 | 0T | 0.0909090909090909 | 0
A040000 | A130255 | 0T | 0.02 | 0
A040000 | A080599 | 0T | 0.0909090909090909 | 0
A040000 | A058187 | 0T | 0.0384615384615385 | 0
A040000 | A003046 | 0T | 0.133333333333333 | 0
A040000 | A098597 | 0T | 0.0689655172413793 | 0
A040000 | A000638 | 0T | 0.105263157894737 | 0
A040000 | A080424 | PM | 0.0909090909090909 | 0
A040000 | A015128 | 0T | 0.05 | 0
A040000 | A066777 | PM | 0.0571428571428571 | 0
A040000 | A072600 | 0T | 0.0303030303030303 | 0
A040000 | A034017 | PM | 0.0350877192982456 | 0
A040000 | A080254 | 0T | 0.111111111111111 | 0
A040000 | A195993 | PM | 0.0357142857142857 | 0
A040000 | A088325 | 0T | 0.0588235294117647 | 0
A040000 | A118599 | PM | 0.0350877192982456 | 0
A040000 | A000041 | 0T | 0.04 | 0
A040000 | A181174 | 0T | 0.142857142857143 | 0
A040000 | A000975 | PM | 0.0606060606060606 | 0
A040000 | A000124 | 0T | 0.0377358490566038 | 0
A040000 | A017712 | 0T | 0.181818181818182 | 0
A040000 | A117804 | 0T | 0.0307692307692308 | 0
A040000 | A100177 | 0T | 0.0476190476190476 | 0
A040000 | A000048 | 0T | 0.0526315789473684 | 0
A040000 | A087752 | 0T | 0.133333333333333 | 0
A040000 | A092182 | 0T | 0.0689655172413793 | 0
A040000 | A001791 | PM | 0.0740740740740741 | 0
A040000 | A000245 | PM | 0.0714285714285714 | 0
A040000 | A231179 | PM | 0.0833333333333333 | 0
A040000 | A007123 | 0T | 0.0769230769230769 | 0
A040000 | A067764 | 0T | 0.105263157894737 | 0
A040000 | A167893 | 0T | 0.111111111111111 | 0
A040000 | A133476 | PM | 0.0555555555555556 | 0
A040000 | A030240 | 0T | 0.0869565217391304 | 0
A040000 | A104858 | 0T | 0.0869565217391304 | 0
A040000 | A240137 | PM | 0.0571428571428571 | 0
A040000 | A000582 | 0T | 0.0645161290322581 | 0
A040000 | A000628 | 0T | 0.0512820512820513 | 0
A040000 | A029952 | PM | 0.0344827586206897 | 0
A040000 | A003159 | 0T | 0.0285714285714286 | 0
A040000 | A122743 | 0T | 0.142857142857143 | 0
A040000 | A232499 | 0T | 0.0317460317460317 | 0
A040000 | A019273 | 0T | 0.222222222222222 | 0
A040000 | A072774 | 0T | 0.0277777777777778 | 0
A040000 | A002623 | 0T | 0.0425531914893617 | 0
A040000 | A027914 | 0T | 0.0769230769230769 | 0
A040000 | A046161 | 0T | 0.08 | 0
A040000 | A034943 | 0T | 0.0689655172413793 | 0
A040000 | A122214 | 0T | 0.222222222222222 | 0
A040000 | A247363 | 0T | 0.1 | 0
A040000 | A140354 | 0T | 0.0909090909090909 | 0
A040000 | A077043 | PM | 0.0384615384615385 | 0
A040000 | A122367 | 0T | 0.0714285714285714 | 0
A040000 | A004760 | PM | 0.0333333333333333 | 0
A040000 | A116536 | 0T | 0.285714285714286 | 0
A040000 | A002799 | 0T | 0.0512820512820513 | 0
A040000 | A002218 | PM | 0.105263157894737 | 0
A040000 | A013989 | 0T | 0.0869565217391304 | 0
A040000 | A100157 | 0T | 0.0625 | 0
A040000 | A130780 | 0T | 0.0487804878048781 | 0
A040000 | A010062 | 0T | 0.0327868852459016 | 0
A040000 | A001699 | 0T | 0.2 | 0
A040000 | A225798 | 0T | 0.0833333333333333 | 0
A040000 | A214935 | 0T | 0.0714285714285714 | 0
A040000 | A000678 | PM | 0.0645161290322581 | 0
A040000 | A072966 | PM | 0.153846153846154 | 0
A040000 | A025748 | 0T | 0.0952380952380952 | 0
A040000 | A002083 | 0T | 0.0588235294117647 | 0
A040000 | A006056 | 0T | 0.111111111111111 | 0
A040000 | A001023 | 0T | 0.0952380952380952 | 0
A040000 | A202115 | PM | 0.0317460317460317 | 0
A040000 | A027193 | PM | 0.0377358490566038 | 0
A040000 | A002436 | 0T | 0.133333333333333 | 0
A040000 | A181303 | PM | 0.0416666666666667 | 0
A040000 | A000322 | 0T | 0.0571428571428571 | 0
A040000 | A082732 | 0T | 0.2 | 0
A040000 | A036234 | 0T | 0.0285714285714286 | 0
A040000 | A032766 | PM | 0.0285714285714286 | 0
A040000 | A108950 | 0T | 0.04 | 0
A040000 | A125149 | 0T | 0.4 | 0
A040000 | A000716 | 0T | 0.0512820512820513 | 0
A040000 | A002182 | 0T | 0.0487804878048781 | 0
A040000 | A135655 | 0T | 0.111111111111111 | 0
A040000 | A130250 | PM | 0.0198019801980198 | 0
A040000 | A238896 | PM | 0.0338983050847458 | 0
A040000 | A078057 | 0T | 0.0625 | 0
A040000 | A006290 | 0T | 0.117647058823529 | 0
A040000 | A000720 | PM | 0.0256410256410256 | 0
A040000 | A168467 | 0T | 0.25 | 0
A040000 | A057093 | 0T | 0.1 | 0
A040000 | A102685 | PM | 0.0285714285714286 | 0
A040000 | A003309 | 0T | 0.0357142857142857 | 0
A040000 | A034091 | PM | 0.0392156862745098 | 0
A040000 | A025585 | 0T | 0.142857142857143 | 0
A040000 | A080856 | 0T | 0.0454545454545455 | 0
A040000 | A152902 | 0T | 0.125 | 0
A040000 | A076035 | 0T | 0.0833333333333333 | 0
A040000 | A000583 | PM | 0.0588235294117647 | 0
A040000 | A001147 | 0T | 0.1 | 0
A040000 | A011782 | 0T | 0.0606060606060606 | 0
A040000 | A002076 | 0T | 0.0714285714285714 | 0
A040000 | A033485 | 0T | 0.0454545454545455 | 0
A040000 | A000106 | 0T | 0.0645161290322581 | 0
A040000 | A033188 | PM | 0.0952380952380952 | 0
A040000 | A051885 | PM | 0.04 | 0
A040000 | A136104 | 0T | 0.0952380952380952 | 0
A040000 | A007971 | PM | 0.0666666666666667 | 0
A040000 | A001109 | PM | 0.0833333333333333 | 0
A040000 | A000123 | 0T | 0.04 | 0
A040000 | A002212 | 0T | 0.0833333333333333 | 0
A040000 | A001463 | 0T | 0.032258064516129 | 0
A040000 | A057088 | 0T | 0.0952380952380952 | 0
A040000 | A000219 | 0T | 0.0487804878048781 | 0
A040000 | A132101 | 0T | 0.1 | 0
A040000 | A156077 | 0T | 0.0263157894736842 | 0
A040000 | A060455 | 0T | 0.0555555555555556 | 0
A040000 | A111295 | 0T | 0.0588235294117647 | 0
A040000 | A086514 | 0T | 0.0454545454545455 | 0
A040000 | A002532 | PM | 0.0769230769230769 | 0
A040000 | A002524 | 0T | 0.0625 | 0
A040000 | A002024 | 0T | 0.0238095238095238 | 0
A040000 | A081857 | PM | 0.0740740740740741 | 0
A040000 | A002411 | PM | 0.0454545454545455 | 0
A040000 | A180057 | 0T | 0.153846153846154 | 0
A040000 | A227545 | PM | 0.111111111111111 | 0
A040000 | A060428 | 0T | 0.032258064516129 | 0
A040000 | A046949 | 0T | 0.05 | 0
A040000 | A000312 | 0T | 0.111111111111111 | 0
A040000 | A006154 | 0T | 0.1 | 0
A040000 | A072284 | 0T | 0.0338983050847458 | 0
A040000 | A088218 | 0T | 0.08 | 0
A040000 | A091072 | 0T | 0.0303030303030303 | 0
A040000 | A124294 | 0T | 0.0869565217391304 | 0
A040000 | A084358 | 0T | 0.105263157894737 | 0
A040000 | A045623 | 0T | 0.0666666666666667 | 0
A040000 | A074664 | 0T | 0.0869565217391304 | 0
A040000 | A057085 | PM | 0.0909090909090909 | 0
A040000 | A000982 | PM | 0.037037037037037 | 0
A040000 | A058367 | 0T | 0.0408163265306122 | 0
A040000 | A024493 | 0T | 0.0588235294117647 | 0
A040000 | A089300 | 0T | 0.0952380952380952 | 0
A040000 | A008578 | 0T | 0.0338983050847458 | 0
A040000 | A097170 | 0T | 0.111111111111111 | 0
A040000 | A000751 | 0T | 0.0909090909090909 | 0
A040000 | A002817 | PM | 0.0526315789473684 | 0
A040000 | A006351 | 0T | 0.1 | 0
A040000 | A061278 | PM | 0.0740740740740741 | 0
A040000 | A005419 | 0T | 0.105263157894737 | 0
A040000 | A001035 | 0T | 0.105263157894737 | 0
A040000 | A049670 | PM | 0.125 | 0.884297520661157
A040000 | A006190 | PM | 0.0769230769230769 | 0
A040000 | A071976 | 0T | 0.08 | 0
A040000 | A001045 | PM | 0.0571428571428571 | 0
A040000 | A209397 | 0T | 0.0689655172413793 | 0
A040000 | A000262 | 0T | 0.1 | 0
A040000 | A001563 | PM | 0.0909090909090909 | 0
A040000 | A095114 | 0T | 0.0344827586206897 | 0
A040000 | A008861 | 0T | 0.0588235294117647 | 0
A040000 | A007755 | 0T | 0.0588235294117647 | 0
A040000 | A005669 | 0T | 0.0606060606060606 | 0
A040000 | A009445 | 0T | 0.125 | 0
A040000 | A140730 | 0T | 0.05 | 0
A040000 | A000142 | 0T | 0.0869565217391304 | 0
A040000 | A220083 | 0T | 0.0454545454545455 | 0
A040000 | A000523 | PM | 0.019047619047619 | 0
A040000 | A016813 | 0T | 0.0333333333333333 | 0
A040000 | A201820 | PM | 0.0317460317460317 | 0
A040000 | A048211 | 0T | 0.08 | 0
A040000 | A243469 | 0T | 0.0769230769230769 | 0
A040000 | A022916 | 0T | 0.0714285714285714 | 0
A040000 | A086601 | 0T | 0.0555555555555556 | 0
A040000 | A090748 | 0T | 0.0512820512820513 | 0
A040000 | A225198 | 0T | 0.05 | 0
A040000 | A007827 | 0T | 0.0666666666666667 | 0
A040000 | A005805 | 0T | 0.111111111111111 | 0
A040000 | A094639 | 0T | 0.105263157894737 | 0
A040000 | A161870 | 0T | 0.0540540540540541 | 0
A040000 | A002478 | 0T | 0.0606060606060606 | 0
A040000 | A086616 | 0T | 0.0769230769230769 | 0
A040000 | A001190 | PM | 0.0606060606060606 | 0
A040000 | A083652 | 0T | 0.0338983050847458 | 0
A040000 | A078358 | 0T | 0.0303030303030303 | 0
A040000 | A193242 | 0T | 0.166666666666667 | 0
A040000 | A006995 | PM | 0.0344827586206897 | 0
A040000 | A002425 | 0T | 0.111111111111111 | 0
A040000 | A058692 | 0T | 0.0909090909090909 | 0
A040000 | A014162 | PM | 0.0645161290322581 | 0
A040000 | A051044 | 0T | 0.0714285714285714 | 0
A040000 | A212333 | 0T | 0.133333333333333 | 0
A040000 | A101094 | 0T | 0.0645161290322581 | 0
A040000 | A005649 | 0T | 0.1 | 0
A040000 | A061017 | 0T | 0.025974025974026 | 0
A040000 | A004188 | PM | 0.0526315789473684 | 0
A040000 | A014192 | PM | 0.0350877192982456 | 0
A040000 | A000042 | 0T | 0.111111111111111 | 0
A040000 | A007680 | 0T | 0.0952380952380952 | 0
A040000 | A097893 | 0T | 0.0740740740740741 | 0
A040000 | A034172 | 0T | 0.105263157894737 | 0
A040000 | A006057 | 0T | 0.125 | 0
A040000 | A033492 | 0T | 0.037037037037037 | 0
A040000 | A004111 | PM | 0.0512820512820513 | 0
A040000 | A001333 | 0T | 0.0645161290322581 | 0
A040000 | A245031 | PM | 0.1 | 0
A040000 | A007606 | 0T | 0.0303030303030303 | 0
A040000 | A026375 | 0T | 0.0869565217391304 | 0
A040000 | A209061 | 0T | 0.0298507462686567 | 0
A040000 | A166444 | PM | 0.0588235294117647 | 0
A040000 | A026569 | 0T | 0.0666666666666667 | 0
A040000 | A180056 | 0T | 0.125 | 0
A040000 | A005773 | 0T | 0.0714285714285714 | 0
A040000 | A007837 | 0T | 0.0769230769230769 | 0
A040000 | A037952 | PM | 0.0571428571428571 | 0
A040000 | A008282 | 0T | 0.0425531914893617 | 0
A040000 | A157728 | 0T | 0.0555555555555556 | 0
A040000 | A042942 | 0T | 0.0512820512820513 | 0
A040000 | A000165 | 0T | 0.1 | 0
A040000 | A154107 | 0T | 0.142857142857143 | 0
A040000 | A051286 | 0T | 0.0666666666666667 | 0
A040000 | A000081 | PM | 0.0645161290322581 | 0
A040000 | A076552 | 0T | 0.125 | 0
A040000 | A055803 | 0T | 0.0416666666666667 | 0
A040000 | A023359 | 0T | 0.0555555555555556 | 0
A040000 | A118597 | PM | 0.0377358490566038 | 0
A040000 | A001160 | 0T | 0.0689655172413793 | 0
A040000 | A176500 | 0T | 0.0714285714285714 | 0
A040000 | A000351 | 0T | 0.0833333333333333 | 0
A040000 | A007932 | 0T | 0.0384615384615385 | 0
A040000 | A053012 | 0T | 0.0377358490566038 | 0
A040000 | A052542 | 0T | 0.0645161290322581 | 0
A040000 | A085741 | 0T | 0.142857142857143 | 0
A040000 | A005964 | PM | 0.153846153846154 | 0
A040000 | A000732 | 0T | 0.0909090909090909 | 0
A040000 | A242280 | 0T | 0.142857142857143 | 0
A040000 | A188915 | PM | 0.0327868852459016 | 0
A040000 | A004068 | PM | 0.05 | 0
A040000 | A023001 | PM | 0.0952380952380952 | 0
A040000 | A055512 | 0T | 0.105263157894737 | 0
A040000 | A057091 | 0T | 0.0952380952380952 | 0
A040000 | A059378 | 0T | 0.0689655172413793 | 0
A040000 | A173280 | 0T | 0.0869565217391304 | 0
A040000 | A161124 | PM | 0.105263157894737 | 0
A040000 | A202104 | PM | 0.032258064516129 | 0
A040000 | A115970 | 0T | 0.105263157894737 | 0
A040000 | A240876 | 0T | 0.08 | 0
A040000 | A091804 | 0T | 0.222222222222222 | 0
A040000 | A191967 | PM | 0.0408163265306122 | 0
A040000 | A052801 | 0T | 0.111111111111111 | 0
A040000 | A005987 | 0T | 0.0434782608695652 | 0
A040000 | A076026 | 0T | 0.0833333333333333 | 0
A040000 | A084231 | 0T | 0.142857142857143 | 0
A040000 | A133494 | 0T | 0.0689655172413793 | 0
A040000 | A183125 | PM | 0.0952380952380952 | 0
A040000 | A092183 | 0T | 0.0769230769230769 | 0
A040000 | A000745 | 0T | 0.0952380952380952 | 0
A040000 | A093641 | 0T | 0.0298507462686567 | 0
A040000 | A119861 | PM | 0.0769230769230769 | 0
A040000 | A040000 | 0T | 0.019047619047619 | 0
A040000 | A001019 | 0T | 0.1 | 0
A040000 | A092269 | 0T | 0.0425531914893617 | 0
A040000 | A061552 | 0T | 0.0769230769230769 | 0
A040000 | A005667 | 0T | 0.0869565217391304 | 0
A040000 | A003472 | 0T | 0.0833333333333333 | 0
A040000 | A007931 | 0T | 0.0476190476190476 | 0
A040000 | A008863 | 0T | 0.0571428571428571 | 0
A040000 | A157904 | 0T | 0.0645161290322581 | 0
A040000 | A102992 | 0T | 0.0952380952380952 | 0
A040000 | A006558 | 0T | 0.222222222222222 | 0
A040000 | A063522 | PM | 0.0540540540540541 | 0
A040000 | A118376 | 0T | 0.105263157894737 | 0
A040000 | A084057 | 0T | 0.0769230769230769 | 0
A040000 | A004208 | 0T | 0.117647058823529 | 0
A040000 | A001318 | PM | 0.0333333333333333 | 0
A040000 | A000521 | 0T | 0.125 | 0
A040000 | A033568 | 0T | 0.0434782608695652 | 0
A040000 | A160707 | 0T | 0.25 | 0
A040000 | A051624 | PM | 0.0465116279069767 | 0
A040000 | A233824 | PM | 0.1 | 0
A040000 | A001481 | PM | 0.0303030303030303 | 0
A040000 | A100959 | 0T | 0.0285714285714286 | 0
A040000 | A084329 | PM | 0.117647058823529 | 0
A040000 | A000129 | PM | 0.0625 | 0
A040000 | A036378 | 0T | 0.0555555555555556 | 0
A040000 | A064807 | 0T | 0.0307692307692308 | 0
A040000 | A005578 | 0T | 0.0606060606060606 | 0
A040000 | A058254 | 0T | 0.0740740740740741 | 0
A040000 | A035011 | PM | 0.1 | 0
A040000 | A018238 | 0T | 0.285714285714286 | 0
A040000 | A144554 | 0T | 0.0740740740740741 | 0
A040000 | A035346 | 0T | 0.166666666666667 | 0
A040000 | A001462 | 0T | 0.0238095238095238 | 0
A040000 | A014820 | 0T | 0.0645161290322581 | 0
A040000 | A054726 | 0T | 0.0869565217391304 | 0
A040000 | A016123 | 0T | 0.111111111111111 | 0
A040000 | A005836 | PM | 0.0344827586206897 | 0
A040000 | A003464 | PM | 0.0909090909090909 | 0
A040000 | A001850 | 0T | 0.0869565217391304 | 0
A040000 | A106037 | 0T | 0.333333333333333 | 0
A040000 | A003094 | 0T | 0.153846153846154 | 0
A040000 | A001277 | 0T | 0.133333333333333 | 0
A040000 | A000228 | 0T | 0.0952380952380952 | 0
A040000 | A173143 | 0T | 0.0384615384615385 | 0
A040000 | A131865 | 0T | 0.117647058823529 | 0
A040000 | A030191 | 0T | 0.0769230769230769 | 0
A040000 | A000753 | 0T | 0.0909090909090909 | 0
A040000 | A000364 | 0T | 0.117647058823529 | 0
A040000 | A001159 | 0T | 0.0606060606060606 | 0
A040000 | A006206 | 0T | 0.0476190476190476 | 0
A040000 | A140576 | PM | 0.04 | 0
A040000 | A000625 | 0T | 0.0625 | 0
A040000 | A035985 | 0T | 0.0416666666666667 | 0
A040000 | A181175 | 0T | 0.142857142857143 | 0
A040000 | A005817 | 0T | 0.0714285714285714 | 0
A040000 | A255612 | 0T | 0.0714285714285714 | 0
A040000 | A055503 | 0T | 0.0487804878048781 | 0
A040000 | A006261 | 0T | 0.0540540540540541 | 0
A040000 | A092521 | 0T | 0.1 | 0
A040000 | A000726 | 0T | 0.0392156862745098 | 0
A040000 | A000207 | 0T | 0.0645161290322581 | 0
A040000 | A051876 | PM | 0.05 | 0
A040000 | A015287 | 0T | 0.117647058823529 | 0
A040000 | A006551 | 0T | 0.0952380952380952 | 0
A040000 | A083332 | 0T | 0.0769230769230769 | 0
A040000 | A046711 | 0T | 0.0333333333333333 | 0
A040000 | A161715 | 0T | 0.0625 | 0
A040000 | A002965 | PM | 0.0476190476190476 | 0
A040000 | A000460 | 0T | 0.0869565217391304 | 0
A040000 | A255611 | 0T | 0.0689655172413793 | 0
A040000 | A172033 | 0T | 0.0294117647058824 | 0
A040000 | A101400 | 0T | 0.0645161290322581 | 0
A040000 | A000104 | 0T | 0.0740740740740741 | 0
A040000 | A113801 | 0T | 0.0363636363636364 | 0
A040000 | A000984 | 0T | 0.0714285714285714 | 0
A040000 | A179085 | 0T | 0.0338983050847458 | 0
A040000 | A059010 | 0T | 0.0303030303030303 | 0
A040000 | A007053 | PM | 0.0377358490566038 | 0
A040000 | A034856 | 0T | 0.0377358490566038 | 0
A040000 | A002057 | 0T | 0.0833333333333333 | 0
A040000 | A102659 | 0T | 0.0625 | 0
A040000 | A137624 | 0T | 0.028169014084507 | 0
A040000 | A125022 | PM | 0.03125 | 0
A040000 | A000015 | 0T | 0.0277777777777778 | 0
A040000 | A004126 | PM | 0.0512820512820513 | 0
A040000 | A206853 | 0T | 0.037037037037037 | 0
A040000 | A000930 | 0T | 0.0454545454545455 | 0
A040000 | A066186 | PM | 0.0487804878048781 | 0
A040000 | A047486 | PM | 0.0350877192982456 | 0
A040000 | A131577 | PM | 0.0571428571428571 | 0
A040000 | A067336 | 0T | 0.0869565217391304 | 0
A040000 | A083098 | 0T | 0.08 | 0
A040000 | A000737 | 0T | 0.0909090909090909 | 0
A040000 | A058649 | PM | 0.08 | 0
A040000 | A006003 | PM | 0.0476190476190476 | 0
A040000 | A001243 | 0T | 0.133333333333333 | 0
A040000 | A005708 | 0T | 0.037037037037037 | 0
A040000 | A001929 | 0T | 0.117647058823529 | 0
A040000 | A052319 | 0T | 0.0909090909090909 | 0
A040000 | A002894 | 0T | 0.117647058823529 | 0
A040000 | A002412 | PM | 0.05 | 0
A040000 | A135652 | 0T | 0.333333333333333 | 0
A040000 | A001003 | 0T | 0.0833333333333333 | 0
A040000 | A094626 | PM | 0.0769230769230769 | 0
A040000 | A083100 | 0T | 0.0833333333333333 | 0
A040000 | A063985 | PM | 0.0344827586206897 | 0
A040000 | A003269 | PM | 0.0408163265306122 | 0
A040000 | A009969 | 0T | 0.0952380952380952 | 0
A040000 | A006218 | PM | 0.0333333333333333 | 0
A040000 | A078471 | 0T | 0.037037037037037 | 0
A040000 | A135518 | 0T | 0.117647058823529 | 0
A040000 | A000344 | 0T | 0.0769230769230769 | 0
A040000 | A084423 | 0T | 0.0769230769230769 | 0
A040000 | A171967 | PM | 0.0425531914893617 | 0
A040000 | A118595 | PM | 0.0454545454545455 | 0
A040000 | A003945 | 0T | 0.0588235294117647 | 0
A040000 | A136283 | 0T | 0.166666666666667 | 0
A040000 | A035294 | 0T | 0.0444444444444444 | 0
A040000 | A225648 | PM | 0.0294117647058824 | 0
A040000 | A052746 | PM | 0.117647058823529 | 0
A040000 | A006566 | PM | 0.0540540540540541 | 0
A040000 | A000182 | 0T | 0.133333333333333 | 0
A040000 | A092119 | 0T | 0.0476190476190476 | 0
A040000 | A002040 | 0T | 0.0666666666666667 | 0
A040000 | A052789 | PM | 0.133333333333333 | 0
A040000 | A102363 | 0T | 0.0303030303030303 | 0
A040000 | A001405 | 0T | 0.0588235294117647 | 0
A040000 | A198382 | PM | 0.0317460317460317 | 0
A040000 | A002452 | PM | 0.0869565217391304 | 0
A040000 | A110654 | PM | 0.0263157894736842 | 0
A040000 | A007588 | PM | 0.0487804878048781 | 0
A040000 | A036691 | 0T | 0.105263157894737 | 0
A040000 | A161701 | 0T | 0.05 | 0
A040000 | A173564 | 0T | 0.0392156862745098 | 0
A040000 | A015565 | PM | 0.0952380952380952 | 0
A040000 | A011971 | 0T | 0.0416666666666667 | 0
A040000 | A007310 | 0T | 0.04 | 0
A040000 | A000577 | 0T | 0.0666666666666667 | 0
A040000 | A198772 | PM | 0.0333333333333333 | 0
A040000 | A000292 | PM | 0.0444444444444444 | 0
A040000 | A014137 | 0T | 0.0689655172413793 | 0
A040000 | A006472 | 0T | 0.111111111111111 | 0
A040000 | A002109 | 0T | 0.166666666666667 | 0
A040000 | A006059 | 0T | 0.111111111111111 | 0
A040000 | A052756 | PM | 0.125 | 0
A040000 | A001813 | 0T | 0.117647058823529 | 0
A040000 | A001106 | PM | 0.0454545454545455 | 0
A040000 | A210108 | 0T | 0.0540540540540541 | 0
A040000 | A003422 | PM | 0.0869565217391304 | 0
A040000 | A057148 | PM | 0.0689655172413793 | 0
A040000 | A014190 | PM | 0.0363636363636364 | 0
A040000 | A001762 | 0T | 0.117647058823529 | 0
A040000 | A007245 | 0T | 0.0952380952380952 | 0
A040000 | A034386 | 0T | 0.0645161290322581 | 0
A040000 | A001475 | 0T | 0.0769230769230769 | 0
A040000 | A062838 | 0T | 0.0512820512820513 | 0
A040000 | A001519 | 0T | 0.0645161290322581 | 0
A040000 | A131708 | PM | 0.0555555555555556 | 0
A040000 | A143607 | 0T | 0.0526315789473684 | 0
A040000 | A033637 | 0T | 0.0294117647058824 | 0
A040000 | A144263 | 0T | 0.111111111111111 | 0
A040000 | A040027 | 0T | 0.0869565217391304 | 0
A040000 | A153318 | 0T | 0.1 | 0
A040000 | A002426 | 0T | 0.0666666666666667 | 0
A040000 | A005942 | 0T | 0.0327868852459016 | 0
A040000 | A005187 | PM | 0.0303030303030303 | 0
A040000 | A067610 | 0T | 0.25 | 0
A040000 | A245904 | 0T | 0.25 | 0
A040000 | A101399 | 0T | 0.0666666666666667 | 0
A040000 | A001790 | 0T | 0.0769230769230769 | 0
A040000 | A053739 | 0T | 0.0714285714285714 | 0
A040000 | A002878 | 0T | 0.0666666666666667 | 0
A040000 | A240690 | PM | 0.0408163265306122 | 0
A040000 | A123164 | 0T | 0.0952380952380952 | 0
A040000 | A009964 | 0T | 0.125 | 0
A040000 | A002050 | PM | 0.105263157894737 | 0
A040000 | A059332 | 0T | 0.2 | 0
A040000 | A080337 | 0T | 0.1 | 0
A040000 | A000538 | PM | 0.0571428571428571 | 0
A040000 | A058766 | 0T | 0.0606060606060606 | 0
A040000 | A000669 | 0T | 0.0714285714285714 | 0
A040000 | A001764 | 0T | 0.08 | 0
A040000 | A006966 | 0T | 0.1 | 0
A040000 | A005867 | 0T | 0.105263157894737 | 0
A040000 | A250983 | 0T | 0.0298507462686567 | 0
A040000 | A016189 | PM | 0.0909090909090909 | 0
A040000 | A038003 | 0T | 0.25 | 0
A040000 | A003418 | 0T | 0.0689655172413793 | 0
A040000 | A000566 | PM | 0.0408163265306122 | 0
A040000 | A000016 | 0T | 0.0555555555555556 | 0
